
core8(5,8),1.122,1.198
core8(6,8),1.125,1.195
core8(7,8),1.126,1.195
core8(8,8),1.116,1.205
core8(9,8),1.117,1.204
core8(10,8),1.119,1.202
core8(11,8),1.123,1.197
core8(12,8),1.124,1.197
core8(13,8),1.125,1.196
core8(14,8),1.125,1.195
core8(15,8),1.125,1.195
core8(16,8),1.125,1.195

