
core8(5,8),1.163,6.926
core8(6,8),1.161,6.942
core8(7,8),1.154,6.981
core8(8,8),1.159,6.950
core8(9,8),1.147,7.022
core8(10,8),1.135,7.097
core8(11,8),1.126,7.157
core8(12,8),1.122,7.184
core8(13,8),1.120,7.191
core8(14,8),1.119,7.203
core8(15,8),1.118,7.204
core8(16,8),1.118,7.206
