
core8,1.122,1.198,75.604,267291024,223003911,27.912,1.937,1.588,62244168,4320535,3542147,5,8
core8,1.125,1.195,76.161,266596686,223003842,27.912,1.937,1.588,62244169,4320535,3542147,6,8
core8,1.126,1.195,76.232,266508611,223003781,27.912,1.937,1.588,62244169,4320535,3542147,7,8
core8,1.116,1.205,74.348,268853780,223003750,27.912,1.937,1.588,62244111,4320535,3542147,8,8
core8,1.117,1.204,74.496,268669744,223003783,27.912,1.937,1.588,62244134,4320535,3542147,9,8
core8,1.119,1.202,74.957,268096373,223003800,27.912,1.937,1.588,62244126,4320535,3542147,10,8
core8,1.123,1.197,75.800,267045935,223003789,27.912,1.937,1.588,62244137,4320535,3542147,11,8
core8,1.124,1.197,75.844,266991520,223003706,27.912,1.937,1.588,62244133,4320535,3542147,12,8
core8,1.125,1.196,76.043,266744392,223003800,27.912,1.937,1.588,62244139,4320535,3542147,13,8
core8,1.125,1.195,76.100,266672496,223003654,27.912,1.937,1.588,62244131,4320535,3542147,14,8
core8,1.125,1.195,76.109,266661874,223003794,27.912,1.937,1.588,62244131,4320535,3542147,15,8
core8,1.125,1.195,76.139,266624390,223003776,27.912,1.937,1.588,62244131,4320535,3542147,16,8
