CORE,CPI,INSTRET,CYCLES,MIPS,HITS,%BR,%JAL,%JALR,NBBR,NBJAL,NBJALR,BHT
core5,1.107,16388380,18148159,1.571,87.488,19.591,1.846,1.540,3212367,302643,252476,12
core5,1.107,16388380,18148159,1.571,87.488,19.591,1.846,1.540,3212367,302643,252476,11
core5,1.107,16388380,18148159,1.571,87.488,19.591,1.846,1.540,3212367,302643,252476,10
core5,1.107,16388380,18148165,1.571,87.487,19.591,1.846,1.540,3212367,302643,252476,9
core5,1.107,16388380,18148163,1.571,87.487,19.591,1.846,1.540,3212367,302643,252476,8
core5,1.107,16388380,18148167,1.571,87.487,19.591,1.846,1.540,3212367,302643,252476,7
core5,1.131,16388374,18548155,1.537,81.261,19.591,1.846,1.540,3212374,302643,252476,6
core5,1.156,16388386,18948173,1.505,75.035,19.591,1.846,1.540,3212375,302643,252476,5
core5,1.156,16388394,18948459,1.505,75.029,19.591,1.846,1.540,3212375,302643,252476,4
